s_id,direction,lane,lat,long,month,dailytraffic
218,7,0,37.554802,106.08259,1,111448
29,3,1,35.173476,88.542759,1,30279
101213,5,5,33.58719,112.260653,1,242820
101213,5,4,33.58719,112.260653,1,579280
103648,5,0,38.776392,104.783326,1,369855
101070,3,1,31.73334,110.349936,1,117865
227,3,0,37.2656,108.6376,1,99565
238,1,1,43.573437,116.792514,1,120322
238,1,1,61.133499,149.864003,1,120322
100934,3,1,32.074141,111.349249,1,39596
238,1,2,32.7361,83.6558,1,124230
26,7,1,32.139107,85.766053,1,15471
720216,1,1,30.40294,81.56457,1,505235
238,1,2,43.573437,116.792514,1,124230
238,1,2,61.133499,149.864003,1,124230
238,5,0,37.392732,105.910606,1,76900
100926,5,2,33.415922,112.626518,1,133364
100926,5,1,33.415922,112.626518,1,157243
26,7,1,30.00807,90.257596,1,15471
720216,1,2,30.40294,81.56457,1,518631
238,5,1,32.7361,83.6558,1,113163
238,5,1,41.2036,92.2136,1,113163
100926,1,2,33.415922,112.626518,1,75203
238,5,1,43.573437,116.792514,1,113163
238,5,1,61.133499,149.864003,1,113163
238,5,2,32.7361,83.6558,1,136222
26,3,1,48.323234,116.439745,1,14576
720216,5,1,30.40294,81.56457,1,267023
238,1,1,41.2036,92.2136,1,120322
238,5,2,43.573437,116.792514,1,136222
238,1,1,32.7361,83.6558,1,120322
26,7,1,36.265153,83.55914,1,15471
237,1,1,61.204354,149.910899,1,216440
237,1,2,42.65746,114.481934,1,120247
100938,7,2,32.177548,111.043487,1,233371
237,1,2,61.204354,149.910899,1,120247
237,5,1,31.20843,81.37583,1,38464
237,5,1,42.65746,114.481934,1,38464
26,7,1,39.707134,82.187286,1,15471
720172,5,1,30.2724,81.73468,1,162597
237,5,1,61.204354,149.910899,1,38464
100938,7,1,32.177548,111.043487,1,262005
237,5,2,42.65746,114.481934,1,178528
237,5,2,48.635279,98.361742,1,178528
237,5,2,61.204354,149.910899,1,178528
237,5,3,61.204354,149.910899,1,179062
26,7,1,38.3984,82.4969,1,15471
720172,5,2,30.2724,81.73468,1,192976
100938,3,2,32.177548,111.043487,1,258565
237,5,4,61.204354,149.910899,1,71177
238,1,0,37.392732,105.910606,1,77500
100938,3,1,32.177548,111.043487,1,231699
100934,7,1,32.074141,111.349249,1,42774
720172,5,3,30.2724,81.73468,1,189957
720172,1,3,30.2724,81.73468,1,94204
100926,1,1,33.415922,112.626518,1,221678
100922,5,2,33.2342,112.641759,1,56506
100871,3,1,31.361054,109.666204,1,53842
242,1,1,41.748948,90.568792,1,106756
100864,7,1,31.52657,110.014217,1,24852
26,3,1,32.139107,85.766053,1,14576
720235,5,1,30.34464,81.95345,1,55694
242,1,1,61.151439,149.892074,1,106756
242,5,1,41.748948,90.568792,1,94964
242,5,1,61.151439,149.892074,1,94964
244,3,0,40.373326,105.489628,1,79526
100864,3,1,31.52657,110.014217,1,25263
26,3,1,30.00807,90.257596,1,14576
720235,5,2,30.34464,81.95345,1,12063
100854,5,1,33.154474,111.35594,1,63290
100854,1,1,33.154474,111.35594,1,62259
244,7,0,40.373326,105.489628,1,78630
100851,7,0,38.848323,104.685395,1,348373
25,5,2,33.377872,80.618367,1,86580
729905,1,1,30.13464,81.53441,1,1025762
245,3,0,40.40665,104.935902,1,676263
100851,3,0,38.848323,104.685395,1,327446
100846,5,1,32.588415,110.964879,1,39893
100871,3,2,31.361054,109.666204,1,14261
238,5,2,61.133499,149.864003,1,136222
100871,7,1,31.361054,109.666204,1,50666
720235,1,2,30.34464,81.95345,1,11132
100922,5,1,33.2342,112.641759,1,144466
26,3,1,41.54313,109.80622,1,14576
720216,5,2,30.40294,81.56457,1,532767
239,5,0,37.75633,106.149044,1,1918
100922,1,2,33.2342,112.641759,1,67837
100922,1,1,33.2342,112.641759,1,147424
240,1,0,32.678455,95.466517,1,396811
26,3,1,39.707134,82.187286,1,14576
720216,5,3,30.40294,81.56457,1,579768
100914,5,1,32.280776,112.744375,1,41173
240,1,0,39.530757,106.044309,1,396811
100914,1,1,32.280776,112.744375,1,43201
100897,5,1,31.835724,110.701529,1,31223
100897,1,1,31.835724,110.701529,1,31790
26,3,1,38.3984,82.4969,1,14576
720235,1,1,30.34464,81.95345,1,41671
100896,5,1,31.673593,110.62445,1,20323
240,5,0,32.678455,95.466517,1,412237
100896,1,1,31.673593,110.62445,1,21221
240,5,0,39.530757,106.044309,1,412237
26,3,1,36.265153,83.55914,1,14576
100871,7,2,31.361054,109.666204,1,15754
28,1,1,34.464705,87.753488,1,128440
26,7,1,41.54313,109.80622,1,15471
237,1,1,42.65746,114.481934,1,216440
720161,3,1,30.30635,81.63874,1,113411
230,3,1,35.022606,85.298624,1,73518
230,3,1,41.159225,95.944544,1,73518
230,3,1,44.486266,93.5099,1,73518
101002,1,1,35.103062,110.53109,1,27043
720161,3,2,30.30635,81.63874,1,175096
230,3,1,61.209755,149.814783,1,73518
230,3,2,33.9757,87.745451,1,120821
230,3,2,34.06252,84.40731,1,120821
230,3,2,35.022606,85.298624,1,120821
720161,3,3,30.30635,81.63874,1,221713
100995,5,1,34.440448,111.481785,1,12891
230,3,2,41.159225,95.944544,1,120821
230,3,2,61.209755,149.814783,1,120821
230,7,1,33.9757,87.745451,1,130414
720161,3,4,30.30635,81.63874,1,143717
230,7,1,34.06252,84.40731,1,130414
100995,1,1,34.440448,111.481785,1,12606
230,7,1,41.159225,95.944544,1,130414
230,7,1,44.486266,93.5099,1,130414
720161,7,1,30.30635,81.63874,1,142691
230,3,1,34.06252,84.40731,1,73518
230,7,1,61.209755,149.814783,1,130414
101002,5,1,35.103062,110.53109,1,26555
101018,1,0,39.844024,104.984654,1,2622728
720062,3,1,30.28829,81.41458,1,147933
101065,5,1,35.154487,112.45223,1,42733
101065,1,1,35.154487,112.45223,1,44205
227,7,0,37.2656,108.6376,1,100223
28,1,1,32.237547,81.148456,1,128440
101053,5,2,34.728303,112.454111,1,166879
720062,3,2,30.28829,81.41458,1,224552
101053,5,1,34.728303,112.454111,1,175523
228,3,0,38.94903,105.140941,1,231304
101053,1,2,34.728303,112.454111,1,157287
720062,3,3,30.28829,81.41458,1,251272
101053,1,1,34.728303,112.454111,1,190877
228,7,0,38.94903,105.140941,1,241148
101040,5,1,34.374627,112.661941,1,10133
720062,7,1,30.28829,81.41458,1,175713
229,3,0,38.940612,105.013906,1,297075
101040,1,1,34.374627,112.661941,1,11223
720062,7,2,30.28829,81.41458,1,226538
101018,5,0,39.844024,104.984654,1,2870629
229,7,0,38.940612,105.013906,1,284674
720062,7,3,30.28829,81.41458,1,197788
230,3,1,33.9757,87.745451,1,73518
237,1,1,48.635279,98.361742,1,216440
100983,5,2,34.027268,111.36297,1,22118
230,7,2,34.06252,84.40731,1,85455
720171,5,1,30.27765,81.61768,1,1338903
235,7,0,40.100479,108.838055,1,20392
100971,1,1,33.360254,111.841701,1,192305
100967,5,1,33.199255,111.830906,1,67168
720171,5,2,30.27765,81.61768,1,1477852
236,3,0,25.947405,97.42131,1,324051
100967,1,1,33.199255,111.830906,1,67467
100964,5,1,33.00646,111.6161,1,146071
720171,5,3,30.27765,81.61768,1,1317509
236,3,0,39.331526,106.987363,1,324051
100964,1,1,33.00646,111.6161,1,149040
236,7,0,25.947405,97.42131,1,322227
720172,1,1,30.2724,81.73468,1,223627
100950,5,0,38.283044,104.605293,1,1176971
100950,1,0,38.283044,104.605293,1,1210952
236,7,0,39.331526,106.987363,1,322227
26,7,1,48.323234,116.439745,1,15471
720172,1,2,30.2724,81.73468,1,191826
100944,5,1,32.742846,111.515843,1,48307
237,1,1,31.20843,81.37583,1,216440
100944,1,1,32.742846,111.515843,1,47676
100971,1,2,33.360254,111.841701,1,175595
230,7,2,33.9757,87.745451,1,85455
100971,1,3,33.360254,111.841701,1,189629
720171,1,3,30.27765,81.61768,1,1282940
720161,7,2,30.30635,81.63874,1,208663
230,7,2,41.159225,95.944544,1,85455
100983,5,1,34.027268,111.36297,1,68562
230,7,2,61.209755,149.814783,1,85455
231,3,0,30.246383,99.445056,1,139923
720161,7,3,30.30635,81.63874,1,129204
100983,1,2,34.027268,111.36297,1,21348
100983,1,1,34.027268,111.36297,1,67742
231,3,0,40.434658,106.815809,1,139923
720161,7,4,30.30635,81.63874,1,131492
100979,5,2,33.506003,111.781076,1,271054
100979,5,1,33.506003,111.781076,1,199348
231,7,0,30.246383,99.445056,1,135561
720171,1,1,30.27765,81.61768,1,1190132
100979,1,2,33.506003,111.781076,1,162661
100979,1,1,33.506003,111.781076,1,557216
231,7,0,40.434658,106.815809,1,135561
720171,1,2,30.27765,81.61768,1,1423707
100971,5,3,33.360254,111.841701,1,208238
100971,5,2,33.360254,111.841701,1,190333
100971,5,1,33.360254,111.841701,1,150148
235,3,0,40.100479,108.838055,1,20718
141,1,1,34.1748,79.041467,1,280292
141,1,1,33.404744,86.791701,1,280292
103694,1,0,40.126522,104.810826,1,310197
117,1,1,45.634107,112.308043,1,481865
60,3,1,42.649049,111.715644,1,237311
117,1,1,61.202299,149.883033,1,481865
169951,7,2,28.15774,81.81207,1,1111665
370001,5,1,33.085928,93.65741,1,11430
117,1,2,32.86648,85.16627,1,690174
117,1,2,33.465345,86.709956,1,690174
60,3,1,41.796149,71.318296,1,237311
169951,7,1,28.15774,81.81207,1,637404
117,1,1,41.79155,107.23907,1,481865
117,1,2,41.79155,107.23907,1,690174
169951,3,3,28.15774,81.81207,1,1056291
117,1,2,61.202299,149.883033,1,690174
117,1,3,33.465345,86.709956,1,566793
60,3,1,35.832191,88.980849,1,237311
370001,5,1,44.87444,89.64444,1,11430
169951,3,2,28.15774,81.81207,1,1059597
117,1,3,61.202299,149.883033,1,566793
117,5,1,32.86648,85.16627,1,438173
169951,3,1,28.15774,81.81207,1,721422
370001,5,1,41.660752,71.69488,1,11430
370001,1,1,44.87444,89.64444,1,11873
169951,7,3,28.15774,81.81207,1,1093692
117,1,1,40.477128,97.083986,1,481865
116,7,1,33.616022,80.867036,1,86141
116,7,1,40.622556,96.980739,1,86141
116,7,1,41.3092,105.61083,1,86141
60,3,2,41.796149,71.318296,1,218060
116,7,1,41.5847,93.8231,1,86141
360317,5,3,29.1242,82.1852,1,715691
116,7,1,46.507236,116.519184,1,86141
116,7,1,48.564722,109.46821,1,86141
116,7,1,61.123078,149.854559,1,86141
116,7,2,32.81597,83.70278,1,115649
116,7,2,33.616022,80.867036,1,115649
60,3,2,32.326732,86.303824,1,218060
116,7,2,41.3092,105.61083,1,115649
370001,1,1,33.085928,93.65741,1,11873
116,7,2,41.5847,93.8231,1,115649
116,7,2,61.123078,149.854559,1,115649
117,1,1,32.86648,85.16627,1,481865
170004,1,1,61.549221,149.541779,1,229246
117,1,1,33.465345,86.709956,1,481865
60,3,1,48.378095,114.128321,1,237311
370001,1,1,41.660752,71.69488,1,11873
60,3,1,33.131428,80.326967,1,237311
370238,3,1,30.31177,82.93361,1,538178
117,5,1,33.465345,86.709956,1,438173
169948,5,2,27.87893,81.59732,1,187220
118,1,1,33.742903,78.928733,1,501636
370241,5,1,30.14375,82.95162,1,84386
169927,3,2,28.05314,82.00487,1,209857
59,7,2,33.538458,79.695044,1,90328
118,1,1,40.332406,96.614219,1,501636
118,1,2,33.518978,86.673937,1,555435
370242,1,1,29.96916,82.90012,1,91427
169927,3,1,28.05314,82.00487,1,413901
118,1,2,33.742903,78.928733,1,555435
160460,5,2,35.883108,91.000364,1,9083
59,7,1,45.752124,108.522645,1,1948
118,1,3,33.518978,86.673937,1,429478
160460,5,1,35.883108,91.000364,1,59428
370242,5,1,29.96916,82.90012,1,94321
118,1,3,33.742903,78.928733,1,429478
118,3,1,32.7208,84.31885,1,73863
160460,1,2,35.883108,91.000364,1,6968
118,3,1,47.362208,114.789716,1,73863
59,7,1,43.8719,111.505621,1,1948
118,3,1,61.173604,149.869196,1,73863
380280,3,1,30.14395,83.95412,1,59929
118,1,1,33.518978,86.673937,1,501636
116,7,1,32.81597,83.70278,1,86141
169927,7,1,28.05314,82.00487,1,274016
59,7,2,34.791603,87.069392,1,90328
117,5,1,40.477128,97.083986,1,438173
117,5,1,41.79155,107.23907,1,438173
60,3,1,32.326732,86.303824,1,237311
370238,3,2,30.31177,82.93361,1,365462
169948,5,1,27.87893,81.59732,1,219063
117,5,1,45.634107,112.308043,1,438173
117,5,1,61.202299,149.883033,1,438173
169948,1,3,27.87893,81.59732,1,1331
117,5,2,32.86648,85.16627,1,544641
59,7,3,34.791603,87.069392,1,132663
370238,7,1,30.31177,82.93361,1,546159
169948,1,2,27.87893,81.59732,1,199839
117,5,2,33.465345,86.709956,1,544641
117,5,2,41.79155,107.23907,1,544641
169948,1,1,27.87893,81.59732,1,233490
59,7,2,45.752124,108.522645,1,90328
370238,7,2,30.31177,82.93361,1,366851
117,5,2,61.202299,149.883033,1,544641
117,5,3,33.465345,86.709956,1,401649
169927,7,2,28.05314,82.00487,1,279447
117,5,3,61.202299,149.883033,1,401649
370241,1,1,30.14375,82.95162,1,83411
170004,5,1,61.549221,149.541779,1,210363
360317,5,2,29.1242,82.1852,1,755619
170053,3,1,35.45197,94.30814,1,71693
114,5,1,57.772825,152.470214,1,467784
114,5,2,33.339521,87.01774,1,339047
114,5,2,34.0683,84.54003,1,339047
60,7,2,41.796149,71.318296,1,231601
115,1,1,33.332907,86.983932,1,457325
115,1,2,33.332907,86.983932,1,443563
170181,5,1,27.2377,82.5023,1,512915
115,3,0,40.667456,103.126302,1,91818
60,7,2,32.326732,86.303824,1,231601
170181,1,2,27.2377,82.5023,1,568571
360264,3,1,29.21148,82.0649,1,351221
115,3,1,33.620894,81.824219,1,4680
115,3,1,40.645639,97.422861,1,4680
115,3,1,41.4969,94.9111,1,4680
170181,1,1,27.2377,82.5023,1,531730
60,7,1,48.378095,114.128321,1,223704
115,3,1,47.628726,116.621619,1,4680
360264,3,2,29.21148,82.0649,1,327562
115,3,1,47.805077,110.873297,1,4680
115,3,1,60.795866,148.910462,1,4680
115,5,1,33.332907,86.983932,1,530202
170181,5,2,27.2377,82.5023,1,584153
170064,5,2,35.521158,94.235062,1,81853
114,5,1,34.0683,84.54003,1,467784
60,7,2,42.649049,111.715644,1,231601
112,5,1,61.153366,149.834222,1,73804
112,5,2,61.153366,149.834222,1,115574
113,3,1,33.697436,84.42434,1,115330
113,3,1,40.8885,96.977692,1,115330
360118,5,1,29.27059,82.15198,1,258452
113,3,1,46.306405,108.992242,1,115330
113,3,1,59.650706,151.517854,1,115330
62,1,1,31.11799,84.13772,1,336583
113,7,1,33.697436,84.42434,1,116449
170225,1,2,27.28356,82.44903,1,1369117
113,7,1,40.8885,96.977692,1,116449
360118,5,2,29.27059,82.15198,1,150501
113,7,1,46.306405,108.992242,1,116449
113,7,1,59.650706,151.517854,1,116449
60,7,2,48.378095,114.128321,1,231601
114,1,1,33.339521,87.01774,1,473177
114,1,1,34.0683,84.54003,1,473177
170225,1,1,27.28356,82.44903,1,1091116
114,1,1,57.772825,152.470214,1,473177
114,1,2,33.339521,87.01774,1,297803
114,1,2,34.0683,84.54003,1,297803
114,5,1,33.339521,87.01774,1,467784
118,3,2,61.173604,149.869196,1,58891
115,5,2,33.332907,86.983932,1,372450
115,7,0,40.667456,103.126302,1,93943
116,3,1,40.622556,96.980739,1,66984
116,3,1,41.3092,105.61083,1,66984
116,3,1,41.5847,93.8231,1,66984
116,3,1,46.507236,116.519184,1,66984
60,7,1,32.326732,86.303824,1,223704
116,3,1,48.564722,109.46821,1,66984
360317,1,3,29.1242,82.1852,1,976422
116,3,1,61.123078,149.854559,1,66984
116,3,2,32.81597,83.70278,1,81069
116,3,2,33.616022,80.867036,1,81069
116,3,2,41.3092,105.61083,1,81069
116,3,2,41.5847,93.8231,1,81069
60,3,2,48.378095,114.128321,1,218060
116,3,2,48.564722,109.46821,1,81069
360317,5,1,29.1242,82.1852,1,480598
116,3,2,61.123078,149.854559,1,81069
116,5,1,33.341489,86.903099,1,202190
170053,3,2,35.45197,94.30814,1,41787
116,5,2,33.341489,86.903099,1,355407
116,5,3,33.341489,86.903099,1,233194
60,3,2,42.649049,111.715644,1,218060
116,3,1,33.616022,80.867036,1,66984
60,7,1,42.649049,111.715644,1,223704
360317,1,2,29.1242,82.1852,1,1086477
60,7,1,33.131428,80.326967,1,223704
360264,7,1,29.21148,82.0649,1,300901
170064,5,1,35.521158,94.235062,1,161679
170064,1,2,35.521158,94.235062,1,88083
115,7,1,33.620894,81.824219,1,4681
115,7,1,40.645639,97.422861,1,4681
60,7,1,41.796149,71.318296,1,223704
115,7,1,41.4969,94.9111,1,4681
360264,7,2,29.21148,82.0649,1,340768
115,7,1,47.628726,116.621619,1,4681
170064,1,1,35.521158,94.235062,1,151054
115,7,1,47.805077,110.873297,1,4681
115,7,1,60.795866,148.910462,1,4681
116,1,1,33.341489,86.903099,1,199314
60,7,1,35.832191,88.980849,1,223704
170053,7,2,35.45197,94.30814,1,27420
360317,1,1,29.1242,82.1852,1,742673
116,1,1,41.3092,105.61083,1,199314
116,1,2,33.341489,86.903099,1,337280
116,1,2,41.3092,105.61083,1,337280
170053,7,1,35.45197,94.30814,1,64896
116,1,3,33.341489,86.903099,1,268231
116,3,1,32.81597,83.70278,1,66984
118,5,1,33.518978,86.673937,1,461018
160460,1,1,35.883108,91.000364,1,51920
118,5,1,33.742903,78.928733,1,461018
120,5,3,33.864119,78.693869,1,555478
460305,7,1,30.18786,85.74834,1,185419
150183,5,2,27.67815,82.67787,1,524843
120,7,0,39.744558,105.47626,1,835364
57,3,2,34.98524,85.722168,1,43272
150183,5,1,27.67815,82.67787,1,497656
460305,7,2,30.18786,85.74834,1,241516
121,1,1,33.493249,86.819254,1,651500
150183,1,2,27.67815,82.67787,1,536958
121,1,1,33.864119,78.693869,1,651500
121,1,1,42.5919,93.5256,1,651500
57,3,1,45.281369,107.346423,1,134965
460305,7,3,30.18786,85.74834,1,256065
150183,1,1,27.67815,82.67787,1,449561
121,1,2,33.493249,86.819254,1,659114
121,1,2,33.864119,78.693869,1,659114
150086,7,2,27.87279,82.60599,1,413416
57,3,1,43.531104,112.28272,1,134965
121,1,2,42.5919,93.5256,1,659114
460305,7,4,30.18786,85.74834,1,261257
150086,7,1,27.87279,82.60599,1,474852
57,3,2,45.281369,107.346423,1,43272
121,1,3,33.493249,86.819254,1,538537
150295,1,1,27.80172,82.67938,1,163365
120,5,2,33.864119,78.693869,1,636277
57,7,2,34.98524,85.722168,1,131188
150295,5,3,27.80172,82.67938,1,225017
460286,5,2,33.253884,94.00252,1,40826
120,1,3,33.475951,86.828112,1,545277
120,1,3,33.864119,78.693869,1,545277
150295,5,2,27.80172,82.67938,1,219662
57,7,1,45.281369,107.346423,1,45351
120,3,0,39.744558,105.47626,1,848645
460305,3,1,30.18786,85.74834,1,295873
150295,5,1,27.80172,82.67938,1,176949
120,5,1,33.475951,86.828112,1,559773
57,7,1,43.531104,112.28272,1,45351
150295,1,4,27.80172,82.67938,1,2868
460305,3,2,30.18786,85.74834,1,340676
120,5,1,33.864119,78.693869,1,559773
150295,1,3,27.80172,82.67938,1,221163
120,5,1,42.000312,9.722055,1,559773
120,5,2,33.475951,86.828112,1,636277
57,7,1,34.98524,85.722168,1,45351
460305,3,3,30.18786,85.74834,1,306914
150295,1,2,27.80172,82.67938,1,227132
120,5,3,33.475951,86.828112,1,555478
120,1,2,33.864119,78.693869,1,638733
121,1,3,33.864119,78.693869,1,538537
150086,3,2,27.87279,82.60599,1,453146
121,3,3,61.142174,149.901162,1,95623
56,1,2,34.215572,80.521628,1,217453
121,5,1,33.493249,86.819254,1,636071
56,1,2,30.78367,92.6803,1,217453
460308,5,2,30.20727,85.64941,1,192442
56,1,1,46.285603,114.1618,1,332178
56,1,1,39.2282,77.9005,1,332178
121,5,1,33.864119,78.693869,1,636071
56,1,1,34.430964,86.899616,1,332178
56,1,1,34.215572,80.521628,1,332178
121,5,1,42.5919,93.5256,1,636071
56,1,1,32.80375,81.95299,1,332178
460315,1,1,30.1655,85.66035,1,72588
56,1,1,30.78367,92.6803,1,332178
55,5,2,34.289311,86.909572,1,249182
121,5,2,33.493249,86.819254,1,682783
55,5,2,34.215572,80.521628,1,249182
55,5,1,44.113962,113.885317,1,263568
121,5,2,33.864119,78.693869,1,682783
55,5,1,34.289311,86.909572,1,263568
460315,1,2,30.1655,85.66035,1,116290
56,1,2,34.430964,86.899616,1,217453
57,3,1,34.98524,85.722168,1,134965
56,1,2,39.2282,77.9005,1,217453
56,1,2,46.285603,114.1618,1,217453
56,5,2,46.285603,114.1618,1,326492
460308,1,1,30.20727,85.64941,1,229308
56,5,2,39.2282,77.9005,1,326492
121,3,1,39.953278,82.95815,1,69036
56,5,2,34.430964,86.899616,1,326492
121,3,1,46.797778,113.763833,1,69036
56,5,2,34.215572,80.521628,1,326492
121,3,1,61.142174,149.901162,1,69036
56,5,2,30.78367,92.6803,1,326492
56,5,1,46.285603,114.1618,1,229249
460308,1,2,30.20727,85.64941,1,219254
56,5,1,39.2282,77.9005,1,229249
121,3,2,39.953278,82.95815,1,86906
56,5,1,34.430964,86.899616,1,229249
150086,3,1,27.87279,82.60599,1,504605
56,5,1,34.215572,80.521628,1,229249
121,3,2,46.797778,113.763833,1,86906
56,5,1,32.80375,81.95299,1,229249
121,3,2,61.142174,149.901162,1,86906
56,5,1,30.78367,92.6803,1,229249
460308,5,1,30.20727,85.64941,1,250623
121,3,3,39.953278,82.95815,1,95623
62,1,1,31.269918,92.692935,1,336583
120,1,2,33.475951,86.828112,1,638733
120,1,1,42.000312,9.722055,1,562382
160310,5,2,28.18484,81.63965,1,652667
119,1,1,34.41022,84.42506,1,601186
59,3,2,45.752124,108.522645,1,81698
119,1,1,41.458578,97.387942,1,601186
430037,3,1,34.4813,91.5123,1,318383
160310,5,1,28.18484,81.63965,1,505814
119,1,2,33.536278,86.646001,1,369446
119,1,2,33.786039,78.804181,1,369446
59,3,2,43.857853,91.299203,1,81698
160310,1,3,28.18484,81.63965,1,621639
430037,3,2,34.4813,91.5123,1,208474
119,1,2,34.41022,84.42506,1,369446
160310,1,2,28.18484,81.63965,1,709044
119,1,3,33.536278,86.646001,1,289776
119,1,3,33.786039,78.804181,1,289776
59,3,2,34.791603,87.069392,1,81698
430037,7,1,34.4813,91.5123,1,318222
160310,1,1,28.18484,81.63965,1,723421
119,3,0,30.208556,98.969044,1,306024
430037,7,2,34.4813,91.5123,1,223471
59,3,2,33.538458,79.695044,1,81698
400062,5,2,34.00366,91.57738,1,14331
119,3,0,39.50308,106.150063,1,306024
119,1,1,33.786039,78.804181,1,601186
119,1,1,33.536278,86.646001,1,601186
59,7,1,39.036714,80.674292,1,1948
160319,5,2,27.67047,81.82202,1,135933
380280,7,1,30.14395,83.95412,1,59621
118,5,1,40.332406,96.614219,1,461018
118,5,2,33.518978,86.673937,1,561954
160319,5,1,27.67047,81.82202,1,250216
118,5,2,33.742903,78.928733,1,561954
59,7,1,34.791603,87.069392,1,1948
400062,1,1,34.00366,91.57738,1,62189
118,5,3,33.518978,86.673937,1,393681
160319,1,2,27.67047,81.82202,1,101737
118,5,3,33.742903,78.928733,1,393681
160319,1,1,27.67047,81.82202,1,207217
59,7,1,34.52766,83.99358,1,1948
400062,1,2,34.00366,91.57738,1,16479
118,7,1,32.7208,84.31885,1,43123
118,7,1,47.362208,114.789716,1,43123
118,7,1,61.173604,149.869196,1,43123
400062,5,1,34.00366,91.57738,1,63464
118,7,2,61.173604,149.869196,1,41885
59,7,1,33.538458,79.695044,1,1948
160310,5,3,28.18484,81.63965,1,757547
460286,5,1,33.253884,94.00252,1,183737
460006,3,1,33.52594,93.92726,1,209364
119,3,1,41.5975,90.4306,1,60882
119,5,4,33.536278,86.646001,1,226820
119,5,5,33.536278,86.646001,1,1909
59,3,1,34.791603,87.069392,1,141492
460192,3,1,30.43572,85.4465,1,45388
160058,1,2,35.847632,90.765843,1,85015
119,7,0,30.208556,98.969044,1,294477
160058,1,1,41.81851,71.51106,1,206604
160058,1,1,35.847632,90.765843,1,206604
119,7,0,39.50308,106.150063,1,294477
59,3,1,34.52766,83.99358,1,141492
460192,7,1,30.43572,85.4465,1,38461
119,7,1,41.5975,90.4306,1,118261
119,7,1,61.195289,149.929348,1,118261
59,3,1,33.538458,79.695044,1,141492
460286,1,1,33.253884,94.00252,1,184091
119,7,2,41.5975,90.4306,1,35315
119,7,2,61.195289,149.929348,1,35315
460286,1,2,33.253884,94.00252,1,32239
120,1,1,33.475951,86.828112,1,562382
57,7,2,45.281369,107.346423,1,131188
120,1,1,33.864119,78.693869,1,562382
160058,1,2,41.81851,71.51106,1,85015
59,3,1,45.752124,108.522645,1,141492
119,5,3,33.786039,78.804181,1,410169
119,5,3,33.536278,86.646001,1,410169
119,3,1,61.195289,149.929348,1,60882
460006,3,2,33.52594,93.92726,1,168005
119,3,2,41.5975,90.4306,1,93923
119,3,2,61.195289,149.929348,1,93923
119,5,1,33.536278,86.646001,1,265277
59,3,1,43.8719,111.505621,1,141492
460006,7,1,33.52594,93.92726,1,252749
160230,5,1,28.22139,81.82031,1,251712
119,5,1,33.786039,78.804181,1,265277
119,5,1,34.41022,84.42506,1,265277
160230,1,1,28.22139,81.82031,1,257918
59,3,1,43.857853,91.299203,1,141492
460006,7,2,33.52594,93.92726,1,222813
119,5,1,41.458578,97.387942,1,265277
160058,5,2,41.81851,71.51106,1,93530
119,5,2,33.536278,86.646001,1,368715
160058,5,2,35.847632,90.765843,1,93530
119,5,2,33.786039,78.804181,1,368715
119,5,2,34.41022,84.42506,1,368715
59,3,1,39.036714,80.674292,1,141492
160058,5,1,41.81851,71.51106,1,195498
160058,5,1,35.847632,90.765843,1,195498
112,5,1,47.242636,116.501888,1,73804
112,5,1,43.955283,69.96965,1,73804
360118,1,2,29.27059,82.15198,1,201835
260059,3,1,34.490627,92.978365,1,43383
67,1,1,31.179474,87.298645,1,33326
329956,5,2,30.53374,83.07002,1,272239
260043,5,1,29.72442,82.35387,1,235161
101,5,0,46.761593,92.115119,1,158389
260043,1,1,29.72442,82.35387,1,229924
66,7,2,42.575923,114.210333,1,76406
230001,5,2,35.28247,92.38719,1,33149
329956,5,3,30.53374,83.07002,1,133294
101,5,1,34.303167,81.561119,1,7101
101,5,1,62.35165,150.25236,1,7101
102,1,1,34.303167,81.561119,1,8839
102,1,1,36.071753,107.038829,1,8839
102,1,1,40.9458,95.8006,1,8839
66,7,2,39.41,77.926,1,76406
102,1,1,43.955283,69.96965,1,8839
330149,1,1,29.9512,82.95375,1,110934
102,1,1,44.670567,103.428535,1,8839
102,1,1,45.009015,106.879915,1,8839
102,1,1,61.732604,148.779569,1,8839
102,1,2,34.303167,81.561119,1,4477
101,5,0,37.128193,104.520761,1,158389
102,1,2,36.071753,107.038829,1,4477
101,1,1,62.35165,150.25236,1,7426
329956,5,1,30.53374,83.07002,1,200413
320277,7,1,30.49021,83.13253,1,20564
260231,5,1,29.61408,82.591,1,108076
67,5,1,31.179474,87.298645,1,28859
329956,1,1,30.53374,83.07002,1,181719
260231,1,1,29.61408,82.591,1,130724
260185,5,2,29.67038,82.29893,1,409972
260185,5,1,29.67038,82.29893,1,398412
67,1,2,31.179474,87.298645,1,6442
329956,1,2,30.53374,83.07002,1,268608
260185,1,2,29.67038,82.29893,1,362718
260185,1,1,29.67038,82.29893,1,487342
101,1,0,37.128193,104.520761,1,150721
67,1,1,46.871303,113.980021,1,33326
260059,7,2,34.490627,92.978365,1,38940
329956,1,3,30.53374,83.07002,1,144568
101,1,0,46.761593,92.115119,1,150721
260059,7,1,34.490627,92.978365,1,16174
260059,3,2,34.490627,92.978365,1,12379
101,1,1,34.303167,81.561119,1,7426
67,1,1,34.9345,83.75001,1,33326
101,1,1,42.500907,71.145063,1,7426
